URL_ID,URL,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,AVG_NUMBER_OF_WORDS_PER_SENTENCE,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,14,2,0.7499999531250029,0.04761904747732426,336,0.5803571428571429,134.6321428571429,336,195,336,7.535714285714286,3,7.535714285714286
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,19,4,0.6521738846880919,0.04307116096803153,534,0.5805243445692884,213.8322097378277,534,310,534,7.548689138576779,32,7.548689138576779
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,3,1,0.4999998750000312,0.02564102547666009,156,0.5897435897435898,62.63589743589744,156,92,156,7.974358974358974,2,7.974358974358974
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,13,2,0.7333332844444478,0.04823151109893405,311,0.572347266881029,124.6289389067524,311,178,311,7.620578778135048,4,7.620578778135048
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,13,1,0.8571427959183717,0.05882352916460702,238,0.5672268907563025,95.42689075630253,238,135,238,7.340336134453781,6,7.340336134453781
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7,1,0.7499999062500118,0.03018867913136348,265,0.6037735849056604,106.2415094339623,265,160,265,8.516981132075472,11,8.516981132075472
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,14,4,0.5555555246913597,0.06185566989053035,291,0.5189003436426117,116.607560137457,291,151,291,7.06872852233677,18,7.06872852233677
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,18,7,0.4399999824000007,0.07812499975585938,320,0.553125,128.22125,320,177,320,7.2125,8,7.2125
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,7,4,0.2727272479338866,0.03395061717916476,324,0.5617283950617284,129.8246913580247,324,182,324,7.466049382716049,7,7.466049382716049
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7,1,0.7499999062500118,0.0300751878568602,266,0.5902255639097744,106.6360902255639,266,157,266,7.492481203007519,3,7.492481203007519
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,6,1,0.7142856122449125,0.03589743571334648,195,0.6051282051282051,78.24205128205129,195,118,195,7.97948717948718,3,7.97948717948718
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,7,3,0.399999960000004,0.05555555524691358,180,0.5888888888888889,72.23555555555556,180,106,180,8.35,4,8.35
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7,1,0.7499999062500118,0.04081632632236568,196,0.5918367346938775,78.63673469387756,196,116,196,7.668367346938775,3,7.668367346938775
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,9,2,0.636363578512402,0.04313725473279508,255,0.6,102.24,255,153,255,7.705882352941177,3,7.705882352941177
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,13,1,0.8571427959183717,0.05054151606302702,277,0.51985559566787,111.0079422382672,277,144,277,7.176895306859206,12,7.176895306859206
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6,2,0.4999999375000079,0.04020100482311053,199,0.5678391959798995,79.82713567839197,199,113,199,7.683417085427136,3,7.683417085427136
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,6,2,0.4999999375000079,0.02749140884023571,291,0.5910652920962199,116.6364261168385,291,172,291,7.587628865979381,10,7.587628865979381
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,11,3,0.5714285306122479,0.04179104465137001,335,0.5164179104477612,134.2065671641791,335,173,335,7.334328358208955,6,7.334328358208955
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,13,7,0.2999999850000007,0.08583690950284588,233,0.6137339055793991,93.44549356223177,233,143,233,7.755364806866953,5,7.755364806866953
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13,4,0.5294117335640156,0.05666666647777778,300,0.5533333333333333,120.2213333333333,300,166,300,7.44,14,7.44
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,13,4,0.5294117335640156,0.05230769214674556,325,0.5507692307692308,130.2203076923077,325,179,325,7.504615384615384,11,7.504615384615384
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,8,4,0.3333333055555579,0.05429864228824144,221,0.6199095022624435,88.64796380090498,221,137,221,7.773755656108597,3,7.773755656108597
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,7,1,0.7499999062500118,0.04494381997222573,178,0.601123595505618,71.44044943820225,178,107,178,7.808988764044944,4,7.808988764044944
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,7,4,0.2727272479338866,0.0575916227351224,191,0.5916230366492147,76.6366492146597,191,113,191,7.81151832460733,3,7.81151832460733
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,9,4,0.3846153550295881,0.06701030893293655,194,0.6082474226804123,77.84329896907218,194,118,194,7.943298969072165,5,7.943298969072165
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,7,1,0.7499999062500118,0.04255319126301494,188,0.6329787234042553,75.4531914893617,188,119,188,7.925531914893617,4,7.925531914893617
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,7,8,-0.06666666222222252,0.06696428541533801,224,0.6160714285714286,89.84642857142858,224,138,224,7.767857142857143,6,7.767857142857143
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,12,1,0.8461537810650938,0.0469314077728108,277,0.5956678700361011,111.0382671480144,277,165,277,7.736462093862816,10,7.736462093862816
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13,4,0.5294117335640156,0.05431309886800927,313,0.597444089456869,125.4389776357827,313,187,313,7.92332268370607,14,7.92332268370607
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,9,4,0.3846153550295881,0.04012345666628563,324,0.5802469135802469,129.8320987654321,324,188,324,7.280864197530864,12,7.280864197530864
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,23,13,0.2777777700617286,0.09917355344580288,363,0.4793388429752066,145.3917355371901,363,174,363,7.236914600550964,13,7.236914600550964
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10,2,0.6666666111111158,0.0370370369227252,324,0.6481481481481481,129.8592592592593,324,210,324,7.648148148148148,16,7.648148148148148
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,1,0.8461537810650938,0.04482758605231867,290,0.603448275862069,116.2413793103448,290,175,290,7.479310344827586,8,7.479310344827586
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,27,5,0.6874999785156257,0.05724508039848823,559,0.5760286225402504,223.8304114490161,559,322,559,7.499105545617174,8,7.499105545617174
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7,2,0.5555554938271674,0.03781512589153308,238,0.5462184873949579,95.41848739495799,238,130,238,7.69327731092437,4,7.69327731092437
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8,1,0.7777776913580343,0.02931596081656039,307,0.5537459283387622,123.0214983713355,307,170,307,7.592833876221499,3,7.592833876221499
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,5,2,0.4285713673469475,0.04117647034602076,170,0.5588235294117647,68.22352941176472,170,95,170,7.7,3,7.7
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,10,3,0.5384614970414233,0.0467625897598468,278,0.5431654676258992,111.4172661870504,278,151,278,7.528776978417266,6,7.528776978417266
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,7,3,0.399999960000004,0.03610108290216216,277,0.5740072202166066,111.0296028880867,277,159,277,7.364620938628159,7,7.364620938628159
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,4,1,0.599999880000024,0.02590673561706355,193,0.6269430051813472,77.45077720207254,193,121,193,7.94300518134715,4,7.94300518134715
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,5,8,-0.2307692130177529,0.05603448251709275,232,0.6379310344827587,93.05517241379312,232,148,232,7.556034482758621,7,7.556034482758621
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4,1,0.599999880000024,0.01968503929257858,254,0.5669291338582677,101.8267716535433,254,144,254,7.15748031496063,13,7.15748031496063
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,5,1,0.6666665555555741,0.02054794513510978,292,0.5342465753424658,117.013698630137,292,156,292,7.493150684931507,2,7.493150684931507
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,5,1,0.6666665555555741,0.03680981572509315,163,0.6380368098159509,65.45521472392639,163,104,163,8.141104294478527,2,8.141104294478527
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,11,2,0.6923076390532585,0.05855855829478127,222,0.5585585585585585,89.02342342342342,222,124,222,7.788288288288288,3,7.788288288288288
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,6,0.142857132653062,0.05054151606302702,277,0.5234657039711191,111.0093862815884,277,145,277,7.64259927797834,3,7.64259927797834
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13,3,0.6249999609375024,0.0531561460028035,301,0.5282392026578073,120.6112956810631,301,159,301,7.415282392026578,2,7.415282392026578
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,4,1,0.599999880000024,0.01953124992370606,256,0.53515625,102.6140625,256,137,256,7.609375,2,7.609375
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6,1,0.7142856122449125,0.03867403293550258,181,0.5911602209944752,72.6364640883978,181,107,181,7.480662983425415,4,7.480662983425415
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5,2,0.4285713673469475,0.03153153138949761,222,0.6171171171171171,89.04684684684685,222,137,222,7.761261261261262,2,7.761261261261262
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6,2,0.4999999375000079,0.02985074615727333,268,0.5597014925373134,107.4238805970149,268,150,268,7.615671641791045,4,7.615671641791045
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,4,1,0.599999880000024,0.0221238937074164,226,0.5398230088495575,90.61592920353984,226,122,226,7.535398230088496,3,7.535398230088496
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,10,2,0.6666666111111158,0.05882352912341408,204,0.6225490196078431,81.84901960784315,204,127,204,7.34313725490196,5,7.34313725490196
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,6,-0.199999980000002,0.04291845475142294,233,0.5579399141630901,93.42317596566524,233,130,233,7.416309012875536,4,7.416309012875536
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,17,3,0.6999999650000017,0.03802281361592621,526,0.6026615969581749,210.6410646387833,526,317,526,7.207224334600761,5,7.207224334600761
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,18,2,0.799999960000002,0.03690036893560818,542,0.5793357933579336,217.0317343173432,542,314,542,7.197416974169742,3,7.197416974169742
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,4,1,0.599999880000024,0.03012048174626216,166,0.6204819277108434,66.64819277108434,166,103,166,7.813253012048193,2,7.813253012048193
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7,3,0.399999960000004,0.03952569154337671,253,0.549407114624506,101.4197628458498,253,139,253,7.233201581027668,5,7.233201581027668
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7,4,0.2727272479338866,0.05263157869554268,209,0.5885167464114832,83.8354066985646,209,123,209,7.578947368421052,4,7.578947368421052
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,6,5,0.09090908264462885,0.04104477596625083,268,0.5111940298507462,107.4044776119403,268,137,268,7.190298507462686,3,7.190298507462686
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,4,2,0.333333277777787,0.02586206885404281,232,0.6293103448275862,93.05172413793105,232,146,232,7.745689655172414,6,7.745689655172414
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,9,2,0.636363578512402,0.03666666654444445,300,0.5933333333333334,120.2373333333333,300,178,300,7.793333333333333,6,7.793333333333333
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4,1,0.599999880000024,0.02118644058819305,236,0.576271186440678,94.63050847457627,236,136,236,7.440677966101695,10,7.440677966101695
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,7,4,0.2727272479338866,0.03914590733400033,281,0.501779359430605,112.6007117437723,281,141,281,7.04270462633452,10,7.04270462633452
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,4,2,0.333333277777787,0.03278688506673833,183,0.6612021857923497,73.46448087431695,183,121,183,7.819672131147541,4,7.819672131147541
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,6,3,0.3333332962963004,0.03272727260826446,275,0.5709090909090909,110.2283636363636,275,157,275,7.334545454545455,9,7.334545454545455
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4,1,0.599999880000024,0.03571428545918368,140,0.6428571428571429,56.25714285714286,140,90,140,8.007142857142858,2,8.007142857142858
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,19,3,0.7272726942148775,0.05152224812289872,427,0.5362997658079626,171.0145199063232,427,229,427,7.091334894613583,5,7.091334894613583
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,9,1,0.7999999200000081,0.03508771917513081,285,0.4947368421052631,114.1978947368421,285,141,285,6.88421052631579,7,6.88421052631579
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,4,1,0.599999880000024,0.01650165011055561,303,0.5214521452145214,121.4085808580858,303,158,303,6.95049504950495,2,6.95049504950495
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,8,1,0.7777776913580343,0.04522613042599934,199,0.6331658291457286,79.85326633165829,199,126,199,7.608040201005025,2,7.608040201005025
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,10,5,0.3333333111111126,0.05535055330128947,271,0.5313653136531366,108.6125461254613,271,144,271,7.118081180811808,10,7.118081180811808
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,9,4,0.3846153550295881,0.04593639559739789,283,0.5053003533568905,113.4021201413428,283,143,283,7.162544169611308,7,7.162544169611308
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,9,1,0.7999999200000081,0.02702702695398101,370,0.5054054054054054,148.2021621621622,370,187,370,7.194594594594594,10,7.194594594594594
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,9,2,0.636363578512402,0.04330708644367289,254,0.5118110236220472,101.8047244094488,254,130,254,7.25984251968504,10,7.25984251968504
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,18,1,0.8947367950138528,0.06737588628590112,282,0.5283687943262412,113.0113475177305,282,149,282,7.333333333333333,7,7.333333333333333
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,4,1,0.599999880000024,0.03048780469214753,164,0.6219512195121951,65.84878048780489,164,102,164,8.115853658536585,4,8.115853658536585
